transaction_id,timestamp,customer_hash,amount_usd,cross_border,new_beneficiary,cash_equivalent,country_risk,velocity_24h,night_transaction,investigation_label,data_status
txn-00546,2025-03-11 06:00:00+00:00,customer-027,2097.55,0,0,0,2,1,0,0,fictional
txn-00547,2025-03-11 09:00:00+00:00,customer-028,1810.0,0,0,0,0,2,0,0,fictional
txn-00548,2025-03-11 12:00:00+00:00,customer-029,6763.19,1,0,0,2,3,0,0,fictional
txn-00549,2025-03-11 15:00:00+00:00,customer-030,760.7,0,0,0,3,0,0,0,fictional
txn-00550,2025-03-11 18:00:00+00:00,customer-031,7253.58,0,0,0,0,1,0,0,fictional
txn-00551,2025-03-11 21:00:00+00:00,customer-032,4393.19,0,0,0,0,2,0,0,fictional
txn-00552,2025-03-12 00:00:00+00:00,customer-033,5406.24,0,1,0,1,4,1,0,fictional
txn-00553,2025-03-12 03:00:00+00:00,customer-034,17941.48,0,0,0,1,2,1,0,fictional
txn-00554,2025-03-12 06:00:00+00:00,customer-035,6725.14,0,0,0,2,0,0,0,fictional
txn-00555,2025-03-12 09:00:00+00:00,customer-036,26095.76,0,0,0,2,3,0,0,fictional
txn-00556,2025-03-12 12:00:00+00:00,customer-037,438.67,1,0,0,0,3,0,0,fictional
txn-00557,2025-03-12 15:00:00+00:00,customer-038,5919.42,0,0,0,3,2,0,0,fictional
txn-00558,2025-03-12 18:00:00+00:00,customer-039,1418.55,0,0,0,2,3,0,0,fictional
txn-00559,2025-03-12 21:00:00+00:00,customer-040,3472.61,0,0,0,2,0,0,0,fictional
txn-00560,2025-03-13 00:00:00+00:00,customer-041,1563.77,0,0,0,0,4,1,0,fictional
txn-00561,2025-03-13 03:00:00+00:00,customer-042,1139.75,1,1,0,1,3,1,0,fictional
txn-00562,2025-03-13 06:00:00+00:00,customer-043,75218.26,1,0,0,0,3,0,1,fictional
txn-00563,2025-03-13 09:00:00+00:00,customer-044,2012.88,1,1,0,2,4,0,1,fictional
txn-00564,2025-03-13 12:00:00+00:00,customer-045,6927.08,0,0,0,0,4,0,0,fictional
txn-00565,2025-03-13 15:00:00+00:00,customer-046,8395.27,0,0,0,0,0,0,0,fictional
txn-00566,2025-03-13 18:00:00+00:00,customer-047,328.75,0,0,0,0,4,0,0,fictional
txn-00567,2025-03-13 21:00:00+00:00,customer-048,3364.41,0,1,0,0,2,0,0,fictional
txn-00568,2025-03-14 00:00:00+00:00,customer-049,744.5,0,1,0,1,2,1,0,fictional
txn-00569,2025-03-14 03:00:00+00:00,customer-050,3132.94,0,0,0,0,3,1,0,fictional
txn-00570,2025-03-14 06:00:00+00:00,customer-051,2243.75,0,0,0,1,4,0,0,fictional
txn-00571,2025-03-14 09:00:00+00:00,customer-052,211.12,1,0,0,0,2,0,0,fictional
txn-00572,2025-03-14 12:00:00+00:00,customer-053,3361.02,1,0,0,0,2,0,0,fictional
txn-00573,2025-03-14 15:00:00+00:00,customer-054,150235.27,0,0,0,0,1,0,1,fictional
txn-00574,2025-03-14 18:00:00+00:00,customer-055,583.1,0,0,0,3,1,0,0,fictional
txn-00575,2025-03-14 21:00:00+00:00,customer-056,1138.29,0,0,0,0,0,0,0,fictional
txn-00576,2025-03-15 00:00:00+00:00,customer-057,2309.98,0,0,0,0,0,1,0,fictional
txn-00577,2025-03-15 03:00:00+00:00,customer-058,372.15,1,1,0,0,3,1,0,fictional
txn-00578,2025-03-15 06:00:00+00:00,customer-059,15516.2,1,0,0,0,2,0,0,fictional
txn-00579,2025-03-15 09:00:00+00:00,customer-060,61531.66,0,0,0,0,2,0,0,fictional
txn-00580,2025-03-15 12:00:00+00:00,customer-061,128.35,1,0,0,2,4,0,0,fictional
txn-00581,2025-03-15 15:00:00+00:00,customer-062,3844.53,0,0,0,2,3,0,0,fictional
txn-00582,2025-03-15 18:00:00+00:00,customer-063,4690.4,0,0,0,1,1,0,0,fictional
txn-00583,2025-03-15 21:00:00+00:00,customer-064,531.94,0,0,0,2,2,0,0,fictional
txn-00584,2025-03-16 00:00:00+00:00,customer-065,6673.15,0,1,0,0,1,1,0,fictional
txn-00585,2025-03-16 03:00:00+00:00,customer-066,23183.01,0,0,0,1,1,1,0,fictional
txn-00586,2025-03-16 06:00:00+00:00,customer-067,1563.68,0,1,0,0,2,0,0,fictional
txn-00587,2025-03-16 09:00:00+00:00,customer-068,4723.02,1,1,0,2,3,0,0,fictional
txn-00588,2025-03-16 12:00:00+00:00,customer-069,3012.31,1,0,0,1,3,0,0,fictional
txn-00589,2025-03-16 15:00:00+00:00,customer-070,6374.93,0,0,0,0,4,0,0,fictional
txn-00590,2025-03-16 18:00:00+00:00,customer-071,835.63,1,0,0,0,8,0,0,fictional
txn-00591,2025-03-16 21:00:00+00:00,customer-072,13981.93,1,1,0,0,4,0,0,fictional
txn-00592,2025-03-17 00:00:00+00:00,customer-073,1267.81,0,0,0,1,3,1,0,fictional
txn-00593,2025-03-17 03:00:00+00:00,customer-074,626.18,1,0,0,1,2,1,0,fictional
txn-00594,2025-03-17 06:00:00+00:00,customer-075,5193.92,1,0,0,1,2,0,0,fictional
txn-00595,2025-03-17 09:00:00+00:00,customer-076,2271.6,0,0,0,0,3,0,0,fictional
txn-00596,2025-03-17 12:00:00+00:00,customer-077,14601.58,0,0,0,0,4,0,0,fictional
txn-00597,2025-03-17 15:00:00+00:00,customer-078,318.04,0,0,0,1,0,0,0,fictional
txn-00598,2025-03-17 18:00:00+00:00,customer-079,3236.45,0,0,0,3,3,0,0,fictional
txn-00599,2025-03-17 21:00:00+00:00,customer-080,1933.56,0,0,0,2,0,0,0,fictional
txn-00600,2025-03-18 00:00:00+00:00,customer-081,20495.09,0,0,0,0,1,1,0,fictional
txn-00601,2025-03-18 03:00:00+00:00,customer-082,1938.05,1,1,1,1,2,1,1,fictional
txn-00602,2025-03-18 06:00:00+00:00,customer-083,2953.27,1,0,0,1,4,0,0,fictional
txn-00603,2025-03-18 09:00:00+00:00,customer-084,1974.13,0,0,0,0,1,0,0,fictional
txn-00604,2025-03-18 12:00:00+00:00,customer-085,8322.7,0,0,0,0,3,0,0,fictional
txn-00605,2025-03-18 15:00:00+00:00,customer-086,3529.71,1,0,0,0,2,0,0,fictional
txn-00606,2025-03-18 18:00:00+00:00,customer-087,7310.95,0,0,0,0,0,0,0,fictional
txn-00607,2025-03-18 21:00:00+00:00,customer-088,21289.45,0,0,0,3,3,0,0,fictional
txn-00608,2025-03-19 00:00:00+00:00,customer-089,19858.89,0,1,0,2,2,1,0,fictional
txn-00609,2025-03-19 03:00:00+00:00,customer-090,2212.73,1,0,1,2,5,1,1,fictional
txn-00610,2025-03-19 06:00:00+00:00,customer-091,2548.49,1,1,0,0,4,0,0,fictional
txn-00611,2025-03-19 09:00:00+00:00,customer-092,826.01,0,0,0,0,1,0,0,fictional
txn-00612,2025-03-19 12:00:00+00:00,customer-093,1011.84,0,1,0,0,2,0,0,fictional
txn-00613,2025-03-19 15:00:00+00:00,customer-094,1920.61,0,0,0,2,4,0,0,fictional
txn-00614,2025-03-19 18:00:00+00:00,customer-095,1331.87,0,1,1,0,2,0,0,fictional
txn-00615,2025-03-19 21:00:00+00:00,customer-096,13553.42,0,0,0,0,5,0,0,fictional
txn-00616,2025-03-20 00:00:00+00:00,customer-097,394.08,0,0,0,0,2,1,0,fictional
txn-00617,2025-03-20 03:00:00+00:00,customer-098,4293.05,0,0,0,0,5,1,0,fictional
txn-00618,2025-03-20 06:00:00+00:00,customer-099,11260.19,1,1,0,2,4,0,1,fictional
txn-00619,2025-03-20 09:00:00+00:00,customer-100,10441.48,0,0,0,0,3,0,0,fictional
txn-00620,2025-03-20 12:00:00+00:00,customer-101,3971.33,1,0,0,1,3,0,0,fictional
txn-00621,2025-03-20 15:00:00+00:00,customer-102,1549.46,0,0,0,2,4,0,0,fictional
txn-00622,2025-03-20 18:00:00+00:00,customer-103,8980.21,1,0,0,0,2,0,0,fictional
txn-00623,2025-03-20 21:00:00+00:00,customer-104,1236.6,0,0,0,0,4,0,0,fictional
txn-00624,2025-03-21 00:00:00+00:00,customer-105,412.25,0,0,0,2,1,1,0,fictional
txn-00625,2025-03-21 03:00:00+00:00,customer-106,989.86,0,0,0,0,2,1,0,fictional
txn-00626,2025-03-21 06:00:00+00:00,customer-107,375.17,0,0,0,1,2,0,0,fictional
txn-00627,2025-03-21 09:00:00+00:00,customer-108,16689.13,0,1,0,0,3,0,0,fictional
txn-00628,2025-03-21 12:00:00+00:00,customer-109,2324.33,0,0,0,2,3,0,0,fictional
txn-00629,2025-03-21 15:00:00+00:00,customer-110,12030.6,0,1,0,1,4,0,0,fictional
txn-00630,2025-03-21 18:00:00+00:00,customer-111,2386.77,0,0,1,2,2,0,0,fictional
txn-00631,2025-03-21 21:00:00+00:00,customer-112,1782.12,0,0,0,2,1,0,0,fictional
txn-00632,2025-03-22 00:00:00+00:00,customer-113,1897.98,0,0,0,0,1,1,0,fictional
txn-00633,2025-03-22 03:00:00+00:00,customer-114,4034.26,1,0,0,0,3,1,0,fictional
txn-00634,2025-03-22 06:00:00+00:00,customer-115,363.66,0,0,0,3,5,0,0,fictional
txn-00635,2025-03-22 09:00:00+00:00,customer-116,2142.31,0,0,0,1,5,0,0,fictional
txn-00636,2025-03-22 12:00:00+00:00,customer-117,29001.8,1,0,0,1,4,0,0,fictional
txn-00637,2025-03-22 15:00:00+00:00,customer-118,19003.28,0,0,0,0,2,0,0,fictional
txn-00638,2025-03-22 18:00:00+00:00,customer-119,732.91,0,0,0,2,1,0,0,fictional
txn-00639,2025-03-22 21:00:00+00:00,customer-120,406.42,0,0,0,1,3,0,0,fictional
txn-00640,2025-03-23 00:00:00+00:00,customer-121,1731.76,0,0,1,0,1,1,0,fictional
txn-00641,2025-03-23 03:00:00+00:00,customer-122,381.66,0,1,0,0,3,1,0,fictional
txn-00642,2025-03-23 06:00:00+00:00,customer-123,3463.42,0,0,0,1,2,0,0,fictional
txn-00643,2025-03-23 09:00:00+00:00,customer-124,2231.61,0,1,0,3,4,0,0,fictional
txn-00644,2025-03-23 12:00:00+00:00,customer-125,1201.99,0,1,0,0,3,0,0,fictional
txn-00645,2025-03-23 15:00:00+00:00,customer-126,20668.4,0,1,0,0,3,0,0,fictional
txn-00646,2025-03-23 18:00:00+00:00,customer-127,2270.98,0,0,0,0,3,0,0,fictional
txn-00647,2025-03-23 21:00:00+00:00,customer-128,314.35,0,0,0,1,4,0,0,fictional
txn-00648,2025-03-24 00:00:00+00:00,customer-129,3782.4,0,0,0,0,3,1,0,fictional
txn-00649,2025-03-24 03:00:00+00:00,customer-130,1323.94,0,0,0,1,5,1,0,fictional
txn-00650,2025-03-24 06:00:00+00:00,customer-131,46472.05,0,0,0,3,4,0,0,fictional
txn-00651,2025-03-24 09:00:00+00:00,customer-132,1463.91,0,0,0,0,1,0,0,fictional
txn-00652,2025-03-24 12:00:00+00:00,customer-133,1626.4,0,0,0,3,2,0,0,fictional
txn-00653,2025-03-24 15:00:00+00:00,customer-134,5408.39,0,0,0,2,3,0,0,fictional
txn-00654,2025-03-24 18:00:00+00:00,customer-135,364.97,1,0,0,2,3,0,0,fictional
txn-00655,2025-03-24 21:00:00+00:00,customer-136,2571.43,1,0,0,2,2,0,0,fictional
txn-00656,2025-03-25 00:00:00+00:00,customer-137,2428.79,1,1,0,2,4,1,1,fictional
txn-00657,2025-03-25 03:00:00+00:00,customer-138,826.28,0,0,0,2,1,1,0,fictional
txn-00658,2025-03-25 06:00:00+00:00,customer-139,3649.02,0,0,1,0,3,0,0,fictional
txn-00659,2025-03-25 09:00:00+00:00,customer-140,3372.45,1,0,1,2,5,0,0,fictional
txn-00660,2025-03-25 12:00:00+00:00,customer-141,487.27,0,0,0,0,3,0,0,fictional
txn-00661,2025-03-25 15:00:00+00:00,customer-142,3727.09,0,0,0,1,2,0,0,fictional
txn-00662,2025-03-25 18:00:00+00:00,customer-143,2344.66,0,1,0,3,4,0,0,fictional
txn-00663,2025-03-25 21:00:00+00:00,customer-144,10886.83,1,0,0,1,2,0,0,fictional
txn-00664,2025-03-26 00:00:00+00:00,customer-145,604.85,0,0,0,0,3,1,0,fictional
txn-00665,2025-03-26 03:00:00+00:00,customer-146,6087.54,0,1,1,0,2,1,0,fictional
txn-00666,2025-03-26 06:00:00+00:00,customer-147,1335.04,0,0,0,0,1,0,0,fictional
txn-00667,2025-03-26 09:00:00+00:00,customer-148,4814.88,1,0,0,1,3,0,0,fictional
txn-00668,2025-03-26 12:00:00+00:00,customer-149,7094.4,0,0,0,0,0,0,0,fictional
txn-00669,2025-03-26 15:00:00+00:00,customer-150,1247.37,0,0,0,0,3,0,0,fictional
txn-00670,2025-03-26 18:00:00+00:00,customer-151,1024.76,0,0,1,0,2,0,0,fictional
txn-00671,2025-03-26 21:00:00+00:00,customer-152,10778.49,0,0,0,0,1,0,0,fictional
txn-00672,2025-03-27 00:00:00+00:00,customer-153,601.72,0,0,0,0,5,1,0,fictional
txn-00673,2025-03-27 03:00:00+00:00,customer-154,12449.81,0,0,0,0,0,1,0,fictional
txn-00674,2025-03-27 06:00:00+00:00,customer-155,4929.55,1,0,1,2,1,0,0,fictional
txn-00675,2025-03-27 09:00:00+00:00,customer-156,1376.08,0,0,0,2,1,0,0,fictional
txn-00676,2025-03-27 12:00:00+00:00,customer-157,1171.73,0,1,0,0,3,0,0,fictional
txn-00677,2025-03-27 15:00:00+00:00,customer-158,2664.78,0,0,0,0,3,0,0,fictional
txn-00678,2025-03-27 18:00:00+00:00,customer-159,11177.41,0,0,0,0,0,0,0,fictional
txn-00679,2025-03-27 21:00:00+00:00,customer-160,1815.23,0,0,0,0,1,0,0,fictional
txn-00680,2025-03-28 00:00:00+00:00,customer-161,10092.99,0,0,0,1,1,1,0,fictional
txn-00681,2025-03-28 03:00:00+00:00,customer-162,1633.12,0,0,0,2,2,1,0,fictional
txn-00682,2025-03-28 06:00:00+00:00,customer-163,1309.26,0,1,0,1,1,0,0,fictional
txn-00683,2025-03-28 09:00:00+00:00,customer-164,431.04,1,1,0,0,4,0,0,fictional
txn-00684,2025-03-28 12:00:00+00:00,customer-165,419.77,0,1,0,1,3,0,0,fictional
txn-00685,2025-03-28 15:00:00+00:00,customer-166,8475.56,0,0,1,0,4,0,0,fictional
txn-00686,2025-03-28 18:00:00+00:00,customer-167,2338.14,0,0,0,2,1,0,0,fictional
txn-00687,2025-03-28 21:00:00+00:00,customer-168,2407.99,0,0,0,2,1,0,0,fictional
txn-00688,2025-03-29 00:00:00+00:00,customer-169,2706.59,1,0,0,0,4,1,0,fictional
txn-00689,2025-03-29 03:00:00+00:00,customer-170,2812.47,0,0,0,1,0,1,0,fictional
txn-00690,2025-03-29 06:00:00+00:00,customer-171,6162.41,1,0,0,1,2,0,0,fictional
txn-00691,2025-03-29 09:00:00+00:00,customer-172,40424.09,0,0,0,3,1,0,0,fictional
txn-00692,2025-03-29 12:00:00+00:00,customer-000,420.95,0,0,0,1,1,0,0,fictional
txn-00693,2025-03-29 15:00:00+00:00,customer-001,981.81,0,0,1,2,3,0,0,fictional
txn-00694,2025-03-29 18:00:00+00:00,customer-002,25668.2,1,0,0,0,3,0,0,fictional
txn-00695,2025-03-29 21:00:00+00:00,customer-003,2800.0,1,0,0,1,4,0,0,fictional
txn-00696,2025-03-30 00:00:00+00:00,customer-004,4503.37,0,0,0,0,3,1,0,fictional
txn-00697,2025-03-30 03:00:00+00:00,customer-005,385.16,0,0,0,0,1,1,0,fictional
txn-00698,2025-03-30 06:00:00+00:00,customer-006,8240.86,0,0,0,1,5,0,0,fictional
txn-00699,2025-03-30 09:00:00+00:00,customer-007,2736.74,0,1,0,0,4,0,0,fictional
txn-00700,2025-03-30 12:00:00+00:00,customer-008,1221.0,0,0,0,0,2,0,0,fictional
txn-00701,2025-03-30 15:00:00+00:00,customer-009,3259.47,0,0,0,1,4,0,0,fictional
txn-00702,2025-03-30 18:00:00+00:00,customer-010,1105.8,0,0,0,0,1,0,0,fictional
txn-00703,2025-03-30 21:00:00+00:00,customer-011,16287.63,0,0,0,0,2,0,0,fictional
txn-00704,2025-03-31 00:00:00+00:00,customer-012,15272.45,0,0,0,0,0,1,0,fictional
txn-00705,2025-03-31 03:00:00+00:00,customer-013,1073.46,0,0,0,1,4,1,0,fictional
txn-00706,2025-03-31 06:00:00+00:00,customer-014,9804.42,0,0,1,1,2,0,0,fictional
txn-00707,2025-03-31 09:00:00+00:00,customer-015,1122.17,0,1,0,0,3,0,0,fictional
txn-00708,2025-03-31 12:00:00+00:00,customer-016,705.75,0,0,0,0,4,0,0,fictional
txn-00709,2025-03-31 15:00:00+00:00,customer-017,2743.63,0,0,0,1,4,0,0,fictional
txn-00710,2025-03-31 18:00:00+00:00,customer-018,18380.27,0,0,0,0,2,0,0,fictional
txn-00711,2025-03-31 21:00:00+00:00,customer-019,976.07,1,0,1,0,7,0,0,fictional
txn-00712,2025-04-01 00:00:00+00:00,customer-020,589.07,1,0,0,0,2,1,0,fictional
txn-00713,2025-04-01 03:00:00+00:00,customer-021,249.96,0,0,0,0,2,1,0,fictional
txn-00714,2025-04-01 06:00:00+00:00,customer-022,4426.9,1,0,0,0,4,0,0,fictional
txn-00715,2025-04-01 09:00:00+00:00,customer-023,4391.25,0,0,0,0,0,0,0,fictional
txn-00716,2025-04-01 12:00:00+00:00,customer-024,5466.06,0,0,0,0,2,0,0,fictional
txn-00717,2025-04-01 15:00:00+00:00,customer-025,530.82,0,0,0,1,3,0,0,fictional
txn-00718,2025-04-01 18:00:00+00:00,customer-026,13795.33,0,0,0,0,2,0,0,fictional
txn-00719,2025-04-01 21:00:00+00:00,customer-027,1159.57,0,0,0,1,2,0,0,fictional
txn-00720,2025-04-02 00:00:00+00:00,customer-028,415.34,0,0,0,1,3,1,0,fictional
txn-00721,2025-04-02 03:00:00+00:00,customer-029,10607.82,1,0,0,0,1,1,0,fictional
txn-00722,2025-04-02 06:00:00+00:00,customer-030,7532.99,0,0,0,0,0,0,0,fictional
txn-00723,2025-04-02 09:00:00+00:00,customer-031,3181.96,0,0,0,1,2,0,0,fictional
txn-00724,2025-04-02 12:00:00+00:00,customer-032,2862.04,0,0,0,1,5,0,0,fictional
txn-00725,2025-04-02 15:00:00+00:00,customer-033,2608.7,0,1,0,2,3,0,0,fictional
txn-00726,2025-04-02 18:00:00+00:00,customer-034,602.34,0,0,0,2,2,0,0,fictional
txn-00727,2025-04-02 21:00:00+00:00,customer-035,8606.06,0,0,0,0,0,0,0,fictional
txn-00728,2025-04-03 00:00:00+00:00,customer-036,4846.84,1,1,0,0,3,1,0,fictional
txn-00729,2025-04-03 03:00:00+00:00,customer-037,2742.93,1,1,0,2,3,1,1,fictional
txn-00730,2025-04-03 06:00:00+00:00,customer-038,917.52,0,0,0,0,1,0,0,fictional
txn-00731,2025-04-03 09:00:00+00:00,customer-039,2173.38,0,0,0,1,3,0,0,fictional
txn-00732,2025-04-03 12:00:00+00:00,customer-040,2744.07,1,1,0,2,2,0,0,fictional
txn-00733,2025-04-03 15:00:00+00:00,customer-041,1475.58,0,0,0,1,1,0,0,fictional
txn-00734,2025-04-03 18:00:00+00:00,customer-042,730.16,0,0,0,2,0,0,0,fictional
txn-00735,2025-04-03 21:00:00+00:00,customer-043,1447.76,0,1,0,1,1,0,0,fictional
txn-00736,2025-04-04 00:00:00+00:00,customer-044,1929.83,0,0,0,1,7,1,0,fictional
txn-00737,2025-04-04 03:00:00+00:00,customer-045,1525.4,0,0,0,0,0,1,0,fictional
txn-00738,2025-04-04 06:00:00+00:00,customer-046,971.89,1,1,0,0,7,0,0,fictional
txn-00739,2025-04-04 09:00:00+00:00,customer-047,1162.5,0,0,0,1,2,0,0,fictional
txn-00740,2025-04-04 12:00:00+00:00,customer-048,1198.68,0,0,1,0,3,0,0,fictional
txn-00741,2025-04-04 15:00:00+00:00,customer-049,6773.15,0,0,0,0,2,0,0,fictional
txn-00742,2025-04-04 18:00:00+00:00,customer-050,8686.06,0,0,0,0,1,0,0,fictional
txn-00743,2025-04-04 21:00:00+00:00,customer-051,2000.78,0,0,0,1,1,0,0,fictional
txn-00744,2025-04-05 00:00:00+00:00,customer-052,4855.05,0,0,0,2,1,1,0,fictional
txn-00745,2025-04-05 03:00:00+00:00,customer-053,731.87,0,0,0,0,1,1,0,fictional
txn-00746,2025-04-05 06:00:00+00:00,customer-054,19029.84,0,0,0,0,3,0,0,fictional
txn-00747,2025-04-05 09:00:00+00:00,customer-055,3212.65,0,0,0,1,2,0,0,fictional
txn-00748,2025-04-05 12:00:00+00:00,customer-056,1143.67,0,0,0,0,2,0,0,fictional
txn-00749,2025-04-05 15:00:00+00:00,customer-057,2460.92,1,0,0,3,3,0,0,fictional
txn-00750,2025-04-05 18:00:00+00:00,customer-058,5221.62,1,0,0,1,5,0,0,fictional
txn-00751,2025-04-05 21:00:00+00:00,customer-059,3864.35,0,1,0,2,3,0,0,fictional
txn-00752,2025-04-06 00:00:00+00:00,customer-060,3862.76,0,0,0,1,3,1,0,fictional
txn-00753,2025-04-06 03:00:00+00:00,customer-061,1757.79,1,0,0,0,5,1,0,fictional
txn-00754,2025-04-06 06:00:00+00:00,customer-062,3172.94,0,0,0,1,0,0,0,fictional
txn-00755,2025-04-06 09:00:00+00:00,customer-063,2914.81,0,0,0,0,0,0,0,fictional
txn-00756,2025-04-06 12:00:00+00:00,customer-064,2337.85,0,0,0,0,4,0,0,fictional
txn-00757,2025-04-06 15:00:00+00:00,customer-065,1157.3,1,1,0,2,4,0,0,fictional
txn-00758,2025-04-06 18:00:00+00:00,customer-066,786.26,0,0,0,1,1,0,0,fictional
txn-00759,2025-04-06 21:00:00+00:00,customer-067,8862.37,0,0,0,1,3,0,0,fictional
txn-00760,2025-04-07 00:00:00+00:00,customer-068,4210.71,1,0,0,1,1,1,0,fictional
txn-00761,2025-04-07 03:00:00+00:00,customer-069,1530.47,0,0,0,2,2,1,0,fictional
txn-00762,2025-04-07 06:00:00+00:00,customer-070,3623.57,0,0,0,1,2,0,0,fictional
txn-00763,2025-04-07 09:00:00+00:00,customer-071,447.55,0,0,0,0,4,0,0,fictional
txn-00764,2025-04-07 12:00:00+00:00,customer-072,1017.06,1,0,0,3,2,0,0,fictional
txn-00765,2025-04-07 15:00:00+00:00,customer-073,18771.57,0,0,0,1,1,0,0,fictional
txn-00766,2025-04-07 18:00:00+00:00,customer-074,1384.14,0,0,0,0,2,0,0,fictional
txn-00767,2025-04-07 21:00:00+00:00,customer-075,2189.31,0,0,1,1,5,0,0,fictional
txn-00768,2025-04-08 00:00:00+00:00,customer-076,520.12,1,1,0,3,2,1,1,fictional
txn-00769,2025-04-08 03:00:00+00:00,customer-077,2889.12,1,0,0,2,2,1,1,fictional
txn-00770,2025-04-08 06:00:00+00:00,customer-078,9711.72,0,0,0,1,2,0,0,fictional
txn-00771,2025-04-08 09:00:00+00:00,customer-079,4014.26,1,0,0,1,2,0,0,fictional
txn-00772,2025-04-08 12:00:00+00:00,customer-080,1925.97,0,0,0,2,2,0,0,fictional
txn-00773,2025-04-08 15:00:00+00:00,customer-081,3550.16,1,0,0,0,6,0,0,fictional
txn-00774,2025-04-08 18:00:00+00:00,customer-082,5931.55,0,0,0,1,1,0,0,fictional
txn-00775,2025-04-08 21:00:00+00:00,customer-083,35861.92,1,0,0,1,4,0,0,fictional
txn-00776,2025-04-09 00:00:00+00:00,customer-084,1140.47,1,1,1,0,3,1,0,fictional
txn-00777,2025-04-09 03:00:00+00:00,customer-085,1467.65,1,0,0,1,5,1,0,fictional
txn-00778,2025-04-09 06:00:00+00:00,customer-086,7819.27,0,0,0,1,3,0,0,fictional
txn-00779,2025-04-09 09:00:00+00:00,customer-087,440.06,1,0,0,0,4,0,0,fictional
txn-00780,2025-04-09 12:00:00+00:00,customer-088,5416.07,1,0,0,0,2,0,0,fictional
txn-00781,2025-04-09 15:00:00+00:00,customer-089,1334.57,0,0,0,3,0,0,0,fictional
txn-00782,2025-04-09 18:00:00+00:00,customer-090,7546.38,0,0,0,1,1,0,0,fictional
txn-00783,2025-04-09 21:00:00+00:00,customer-091,857.05,1,0,0,0,4,0,0,fictional
txn-00784,2025-04-10 00:00:00+00:00,customer-092,3950.13,0,1,0,1,4,1,1,fictional
txn-00785,2025-04-10 03:00:00+00:00,customer-093,5019.14,1,0,0,0,1,1,0,fictional
txn-00786,2025-04-10 06:00:00+00:00,customer-094,3137.42,0,0,0,0,2,0,0,fictional
txn-00787,2025-04-10 09:00:00+00:00,customer-095,1238.15,1,0,0,1,1,0,0,fictional
txn-00788,2025-04-10 12:00:00+00:00,customer-096,19243.59,0,0,0,2,4,0,0,fictional
txn-00789,2025-04-10 15:00:00+00:00,customer-097,39246.83,1,0,0,0,6,0,0,fictional
txn-00790,2025-04-10 18:00:00+00:00,customer-098,5695.59,0,0,0,2,5,0,0,fictional
txn-00791,2025-04-10 21:00:00+00:00,customer-099,1081.55,0,0,0,0,3,0,0,fictional
txn-00792,2025-04-11 00:00:00+00:00,customer-100,29942.77,1,0,0,0,3,1,0,fictional
txn-00793,2025-04-11 03:00:00+00:00,customer-101,3234.19,0,0,0,2,1,1,0,fictional
txn-00794,2025-04-11 06:00:00+00:00,customer-102,6977.66,0,0,0,0,1,0,0,fictional
txn-00795,2025-04-11 09:00:00+00:00,customer-103,1555.62,1,1,0,0,3,0,0,fictional
txn-00796,2025-04-11 12:00:00+00:00,customer-104,135.96,0,0,0,1,3,0,0,fictional
txn-00797,2025-04-11 15:00:00+00:00,customer-105,14260.89,0,1,0,0,2,0,0,fictional
txn-00798,2025-04-11 18:00:00+00:00,customer-106,7043.05,0,0,0,0,0,0,0,fictional
txn-00799,2025-04-11 21:00:00+00:00,customer-107,823.48,0,0,0,2,2,0,0,fictional
txn-00800,2025-04-12 00:00:00+00:00,customer-108,37387.6,0,0,0,3,1,1,1,fictional
txn-00801,2025-04-12 03:00:00+00:00,customer-109,17063.71,1,0,0,0,5,1,0,fictional
txn-00802,2025-04-12 06:00:00+00:00,customer-110,6073.33,0,0,0,0,0,0,0,fictional
txn-00803,2025-04-12 09:00:00+00:00,customer-111,7775.52,0,0,0,2,0,0,0,fictional
txn-00804,2025-04-12 12:00:00+00:00,customer-112,737.55,0,1,0,0,3,0,0,fictional
txn-00805,2025-04-12 15:00:00+00:00,customer-113,1913.52,0,0,0,0,2,0,0,fictional
txn-00806,2025-04-12 18:00:00+00:00,customer-114,2699.38,1,0,0,0,2,0,0,fictional
txn-00807,2025-04-12 21:00:00+00:00,customer-115,78.7,1,0,0,0,4,0,0,fictional
txn-00808,2025-04-13 00:00:00+00:00,customer-116,837.1,0,1,1,1,6,1,1,fictional
txn-00809,2025-04-13 03:00:00+00:00,customer-117,871.77,1,0,0,0,3,1,0,fictional
txn-00810,2025-04-13 06:00:00+00:00,customer-118,219.2,0,0,0,2,2,0,0,fictional
txn-00811,2025-04-13 09:00:00+00:00,customer-119,2590.07,0,0,1,0,4,0,0,fictional
txn-00812,2025-04-13 12:00:00+00:00,customer-120,603.42,0,0,0,2,2,0,0,fictional
txn-00813,2025-04-13 15:00:00+00:00,customer-121,3823.66,1,0,0,1,4,0,0,fictional
txn-00814,2025-04-13 18:00:00+00:00,customer-122,2740.23,0,0,0,0,2,0,0,fictional
txn-00815,2025-04-13 21:00:00+00:00,customer-123,3648.15,1,0,0,0,3,0,0,fictional
txn-00816,2025-04-14 00:00:00+00:00,customer-124,12580.62,0,0,0,1,0,1,0,fictional
txn-00817,2025-04-14 03:00:00+00:00,customer-125,28992.53,0,0,0,0,4,1,0,fictional
txn-00818,2025-04-14 06:00:00+00:00,customer-126,654.48,0,1,0,0,3,0,0,fictional
txn-00819,2025-04-14 09:00:00+00:00,customer-127,786.85,0,0,0,0,5,0,0,fictional
